chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
2617,17891,donor,"A molecular entity that can transfer (""donate"") an electron, a pair of electrons, an atom or a group to another molecular entity.",17926,KEGG COMPOUND accession,C06399,hgbyr,b,b,b,Hydrogenobyrinate,b,b,b,C06399,b,b,b,b,b,b
2618,17893,(2R)-2-hydroxy monocarboxylic acid,A 2-hydroxy monocarboxylic acid having (2R)-configuration.,27914,KEGG COMPOUND accession,C06503,hgbam,b,27914.0,b,"Hydrogenobyrinate a,c diamide",b,b,b,C06503,b,b,b,b,b,"InChI=1S/C45H62N6O12/c1-21-36-24(10-13-32(56)57)41(3,4)28(49-36)18-27-23(9-12-31(54)55)43(6,19-29(46)52)39(48-27)22(2)37-25(11-14-33(58)59)44(7,20-30(47)53)45(8,51-37)40-26(17-35(62)63)42(5,38(21)50-40)16-15-34(60)61/h18,23-26,40,51H,9-17,19-20H2,1-8H3,(H2,46,52)(H2,47,53)(H,54,55)(H,56,57)(H,58,59)(H,60,61)(H,62,63)/b27-18-,36-21-,37-22-/t23-,24-,25-,26+,40-,42-,43+,44+,45+/m1/s1"
2619,17894,m(7)G(5')pppm(6)Am,"mRNA containing an N(6),2'-O-dimethyladenosine cap.",5790,KEGG COMPOUND accession,C07042,,,,,,,,,,,,,,,
2620,17914,"1,6-beta-D-galactosylgalactogen",A polysaccharide that is galactogen linked to a (1->6)-beta-D-galactosyl unit.,15362,KEGG COMPOUND accession,C03505,,,,,,,,,,,,,,,
2621,17917,L-allysine,An optically active form of allysine having L-configuration.,28877,KEGG COMPOUND accession,C02980,,,,,,,,,,,,,,,
2622,17920,3-methyleneoxindole,a,18316,KEGG COMPOUND accession,C06552,,,,,,,,,,,,,,,
2623,17924,D-glucitol,The D-enantiomer of glucitol (also known as D-sorbitol).,5801,KEGG COMPOUND accession,C07043,,,,,,,,,,,,,,,
2624,17942,D-allose 6-phosphate,An allose phosphate consisting of D-allose having a monophosphate group at the 6-position.,16513,KEGG COMPOUND accession,C02287,,,,,,,,,,,,,,,
2625,17945,N-cyclohexylformamide,A member of the class of  formamides that is cyclohexane substituted by a formamido group.,16645,KEGG COMPOUND accession,C01024,hmbil,73023-76-4,16645.0,"Human Metabolome Database (HMDB): Hydroxymethylbilane is a molecule involved in the metabolism of porphyrin. In the third step, it is generated by the enzyme porphobilinogen deaminase , and in the next step the enzyme uroporphyrinogen III synthase converts it into uroporphyrinogen III. -- Wikipedia.",Hydroxymethylbilane,HMDB0001137,b,b,C01024,HYDROXYMETHYLBILANE,FDB022446,hmbil,[H]OC([H])([H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C([H])N1[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([O-])=O,WDFJYRZCZIUBPR-UHFFFAOYSA-F,"InChI=1S/C40H46N4O17/c45-17-32-25(12-40(60)61)21(4-8-36(52)53)29(44-32)15-31-24(11-39(58)59)20(3-7-35(50)51)28(43-31)14-30-23(10-38(56)57)19(2-6-34(48)49)27(42-30)13-26-22(9-37(54)55)18(16-41-26)1-5-33(46)47/h16,41-45H,1-15,17H2,(H,46,47)(H,48,49)(H,50,51)(H,52,53)(H,54,55)(H,56,57)(H,58,59)(H,60,61)/p-8"
2626,17953,xanthopterin-B2,"A member of the class of pteridines that is 7,8-dihydropteridine-2,4(1H,3H)-dione carrying a lactoyl group at position 6.",30841,KEGG COMPOUND accession,C00168,hpyr,1113-60-6,30841.0,"Human Metabolome Database (HMDB): Hydroxypyruvic acid is an intermediate in the metabolism of Glycine, serine and threonine. It is a substrate for Serine--pyruvate aminotransferase and Glyoxylate reductase/hydroxypyruvate reductase.",Hydroxypyruvic acid,HMDB0001352,b,b,C00168,OH-PYR,FDB008112,hpyr,[H]OC([H])([H])C(=O)C([O-])=O,HHDDCCUIIUWNGJ-UHFFFAOYSA-M,"InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)/p-1"
2627,17964,pipecolic acid,A piperidinemonocarboxylic acid in which the carboxy group is located at position C-2.,35350,KEGG COMPOUND accession,C02159,,,,,,,,,,,,,,,
2628,17966,cyclohexyl isocyanide,An isocyanide having a cyclohexyl group attached to nitrogen.,44423,KEGG COMPOUND accession,C07044,,,,,,,,,,,,,,,
2629,17970,N-acyl-D-mannosaminolactone,a,5818,KEGG COMPOUND accession,C07045,,,,,,,,,,,,,,,
2630,17976,ubiquinol,a,16976,KEGG COMPOUND accession,C01925,,,,,,,,,,,,,,,
2631,17989,daphnin,a,5827,KEGG COMPOUND accession,C11103,,,,,,,,,,,,,,,
2632,17997,dinitrogen,An elemental molecule consisting of two trivalently-bonded nitrogen atoms.,5832,KEGG COMPOUND accession,C09213,,,,,,,,,,,,,,,
2633,18003,2-hydroxy-3-(3-oxoprop-1-enyl)but-2-enedioic acid,A carboxy-2-hydroxymuconate semialdehyde having the carboxy group at the 3-position.,5835,KEGG COMPOUND accession,C07606,,,,,,,,,,,,,,,
2634,18007,3-[hydroxy(oxido)phosphoranyl]pyruvic acid,a,5837,KEGG COMPOUND accession,C10078,,,,,,,,,,,,,,,
2635,18009,NADP(+),a,18210,KEGG COMPOUND accession,C01818,,,,,,,,,,,,,,,
2636,18012,fumaric acid,A butenedioic acid in which the C=C double bond has E geometry. It is an intermediate metabolite in the citric acid cycle.,16668,KEGG COMPOUND accession,C00519,hyptaur,300-84-5,16668.0,Human Metabolome Database (HMDB): Hypotaurine is a product of enzyme cysteamine dioxygenase [EC 1.13.11.19] in taurine and hypotaurine metabolism pathway (KEGG). It may function as an antioxidant and a protective agent under physiological conditions (PMID 14992269).,Hypotaurine,HMDB0000965,b,b,C00519,HYPOTAURINE,FDB022342,hyptaur,[H][N+]([H])([H])C([H])([H])C([H])([H])S([O-])=O,VVIUBCNYACGLLV-UHFFFAOYSA-N,"InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)"
2637,18018,D-galactosyl-(1->4)-beta-D-glucosyl group,A glucosyl group obtained by removing the hydroxy group from the hemiacetal function of D-galactosyl-(1->4)-beta-D-glucose.,16209,KEGG COMPOUND accession,C02419,,,,,,,,,,,,,,,
2638,18020,4-trimethylammoniobutanal,a,17368,KEGG COMPOUND accession,C00262,hxan,68-94-0,17368.0,"Human Metabolome Database (HMDB): Hypoxanthine is a naturally occurring purine derivative and a reaction intermediate in the metabolism of adenosine and in the formation of nucleic acids by the salvage pathway. Hypoxanthine is also a spontaneous deamination product of adenine. Lesch-Nyhan disease, an inborn error of metabolism, is caused by deficiency of the purine salvage enzyme hypoxanthine-guanine phosphoribosyltransferase (OMIN 308000). Hypoxanthine is also found to be associated with xanthinuria type 1, which is an inborn error of metabolism.",Hypoxanthine,HMDB0000157,b,b,C00262,HYPOXANTHINE,FDB003949,hxan,[H]N1C([H])=NC2=C1C(=O)N([H])C([H])=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)"
2639,18035,diglyceride,"A glyceride that is glycerol in which any two of the hydroxy groups have been acylated. In the structure shown, two of the R groups (positions not specified) are acyl groups while the remaining R group can be either H or an alkyl group.",36378,KEGG COMPOUND accession,C05794,,,,,,,,,,,,,,,
2640,18036,triphosphate(5-),a,29026,KEGG COMPOUND accession,C05790,,,,,,,,,,,,,,,
2641,18042,"(S)-2,3-dihydrodipicolinic acid",a,17808,KEGG COMPOUND accession,C00104,idp,86-04-4,17808.0,Human Metabolome Database (HMDB): IDP is an inosine nucleotide containing a pyrophosphate group esterified to C5 of the sugar moiety.,IDP,HMDB0003335,b,b,C00104,IDP,FDB023146,idp,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N([H])C2=O,JPXZQMKKFWMMGK-KQYNXXCUSA-K,"InChI=1S/C10H14N4O11P2/c15-6-4(1-23-27(21,22)25-26(18,19)20)24-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,11,12,17)(H2,18,19,20)/p-3/t4-,6-,7-,10-/m1/s1"
2642,18054,diphthine,A quaternary ammonium ion consisting of L-histidine with a 3-(trimethylammonio)-3-carboxypropyl group at the 2-position of the the imidazole ring.,17202,KEGG COMPOUND accession,C00130,imp,131-99-7,17202.0,Human Metabolome Database (HMDB): Inosinic acid is a purine nucleotide which has hypoxanthine as the base and one phosphate group esterified to the sugar moiety. Inosinic acid is a nucleotide present in muscle and other tissues. It is formed by the deamination of AMP and when hydrolysed produces inosine. Inosinic acid is the ribonucleotide of hypoxanthine and is the first compound formed during the synthesis of purine. (Wikipedia).,Inosinic acid,HMDB0000175,b,b,C00130,IMP,FDB021901,imp,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N([H])C2=O,GRSZFWQUAKGDAV-KQYNXXCUSA-L,"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1"
2643,18070,cytochrome c,a,5850,KEGG COMPOUND accession,C11163,,,,,,,,,,,,,,,
2644,18071,(methylthio)acetate,A monocarboxylic acid anion that is the conjugate base of (methylthio)acetic acid.,16039,KEGG COMPOUND accession,C00081,itp,132-06-9,16039.0,"Human Metabolome Database (HMDB): Inosine triphosphate (ITP) is an intermediate in the purine metabolism pathway. Relatively high levels of ITP in red cells are found in individuals as result of deficiency of inosine triphosphatase (EC 3.1.3.56, ITPase) ITPase is a cytosolic nucleoside triphosphate pyrophosphohydrolase specific for ITP catalysis to inosine monophosphate (IMP) and deoxy-inosine triphosphate (dITP) to deoxy-inosine monophosphate. ITPase deficiency is not associated with any defined pathology other than the characteristic and abnormal accumulation of ITP in red blood cells. Nevertheless, ITPase deficiency may have pharmacogenomic implications, and the abnormal metabolism of 6-mercaptopurine in ITPase-deficient patients may lead to thiopurine drug toxicity. ITPase's function is not clearly understood but possible roles for ITPase could be to prevent the accumulation of rogue nucleotides which would be otherwise incorporated into DNA and RNA, or compete with nucleotides such as GTP in signalling processes. (PMID: 170291, 1204209, 17113761, 17924837).",Inosine triphosphate,HMDB0000189,b,b,C00081,ITP,FDB021902,itp,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N([H])C2=O,HAEJPQIATWHALX-KQYNXXCUSA-J,"InChI=1S/C10H15N4O14P3/c15-6-4(1-25-30(21,22)28-31(23,24)27-29(18,19)20)26-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,23,24)(H,11,12,17)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1"
2645,18085,glycosaminoglycan,Any polysaccharide containing a substantial proportion of aminomonosaccharide residues.,5852,KEGG COMPOUND accession,C09214,,,,,,,,,,,,,,,
2646,18087,myo-inositol polyphosphate,a,5853,KEGG COMPOUND accession,C09215,,,,,,,,,,,,,,,
2647,18091,asparagusic acid,a,5855,KEGG COMPOUND accession,C01588,ibup_R,15687-27-1,5855.0,"Human Metabolome Database (HMDB): Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID) widely marketed under various trademarks including Act-3, Advil, Brufen, Motrin, Nuprin, and Nurofen. It is used for relief of symptoms of arthritis, primary dysmenorrhoea, and fever; Ibuprofen is an NSAID which is believed to work through inhibition of cyclooxygenase (COX), thus inhibiting prostaglandin synthesis. There are at least 2 variations of cyclooxygenase (COX-1 and COX-2), ibuprofen inhibits both COX-1 and COX-2. It appears that its analgesic, antipyretic, and anti-inflammatory activity are achieved principally through COX-2 inhibition; whereas COX-1 inhibition is responsible for its unwanted effects on platelet aggregation and the GI mucosa. As with other NSAIDs, ibuprofen inhibits platelet aggregation, but is not used therapeutically for this action since it is a minor and reversible effect. -- Wikipedia.",Ibuprofen-R,HMDB0001925,b,b,C01588,b,b,b,b,b,b
2648,18097,ferricytochrome b5,a,5858,KEGG COMPOUND accession,C08689,,,,,,,,,,,,,,,
2649,18105,keto-D-fructose 1-phosphate,The open chain form of D-fructose 1-phosphate.,5862,KEGG COMPOUND accession,C10968,,,,,,,,,,,,,,,
2650,18119,ethyl 3-oxohexanoate,a,5869,KEGG COMPOUND accession,C05076,,,,,,,,,,,,,,,
2651,18123,N-methylnicotinate,"An iminium betaine that is the conjugate base of N-methylnicotinic acid, arising from deprotonation of the carboxy group.",17406,KEGG COMPOUND accession,C03277,,,,,,,,,,,,,,,
2652,18126,S-acylglutathione,Any glutathione carrying an S-acyl substituent.,16069,KEGG COMPOUND accession,C01589,,,,,,,,,,,,,,,
2653,18129,(S)-2-hydroxyoctadecanoic acid,An optically active form of 2-hydroxyoctadecanoic acid having (S)-configuration.,27487,KEGG COMPOUND accession,C05568,,,,,,,,,,,,,,,
2654,18130,"(-)-5-oxo-1,2-campholide","An optically active 5-oxo-1,2-campholide having (-)-(1R,5R)-configuration.",27398,KEGG COMPOUND accession,C05130,im4act,645-14-7,27398.0,"Human Metabolome Database (HMDB): Imidazole-4-acetaldehyde is a naturally occurring aldehyde metabolite of histamine formed by the action of histaminase (E.C. 1.4.3.6), and can be synthesized by oxidation of histidine. Aldehyde dehydrogenase (EC 1.2.1.3) is the only enzyme in the human liver capable of catalyzing dehydrogenation of aldehydes arising via monoamine, diamine, and plasma amine oxidases. NAD-linked dehydrogenation of short chain aliphatic aldehydes has been found in virtually every organ of the mammalian body. Imidazole-4-acetaldehyde is a good substrate for all aldehyde dehydrogenase isozymes. Experimentally, the prebiotic formation of histidine has been accomplished by the reaction of erythrose with formamidine followed by a Strecker synthesis. Imidazole-4-acetaldehyde could have been converted to histidine on the primitive earth by a Strecker synthesis, and several prebiotic reactions could convert imidazole-4-glycol and imidazole-4-ethanol to imidazole-4-acetaldehyde. (PMID: 2071588, 2957640, 11536478).",Imidazole-4-acetaldehyde,HMDB0003905,b,b,C05130,b,FDB023247,im4act,[H]N1C([H])=NC(=C1[H])C([H])([H])C([H])=O,MQSRGWNVEZRLDK-UHFFFAOYSA-N,"InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)"
2655,18138,biuret,A member of the class of condensed ureas that is the compound formed by the condensation of two molecules of urea; the parent compound of the biuret group of compounds. Used as a non-protein nitrogen source in ruminant feed.,28182,KEGG COMPOUND accession,C05562,,,,,,,,,,,,,,,
2656,18140,hydrogen halide,a,5877,KEGG COMPOUND accession,C10972,,,,,,,,,,,,,,,
2657,18143,rRNA containing N(2)-methylguanine,A ribonucleic acid that is ribosomal RNA (rRNA) in which one of the RNA bases is N(2)-methylguanine.,471744,KEGG COMPOUND accession,C06665,,,,,,,,,,,,,,,
2658,18146,(R)-canadine,A canadine which has R configuration.,47499,KEGG COMPOUND accession,C07049,,,,,,,,,,,,,,,
2659,18148,"alpha-D-glucose 1,6-bisphosphate","A D-glucose 1,6-bisphosphate in which both phosphate groups are monophosphates.",5882,KEGG COMPOUND accession,C07982,,,,,,,,,,,,,,,
2660,18152,myricetin,"A hexahydroxyflavone that is flavone substituted by hydroxy groups at positions 3, 3', 4', 5, 5' and 7. It has been isolated from the leaves of Myrica rubra and other plants.",5885,KEGG COMPOUND accession,C09269,,,,,,,,,,,,,,,
2661,18162,nonaprenyl 4-hydroxybenzoate,a,16697,KEGG COMPOUND accession,C01710,,,,,,,,,,,,,,,
2662,18164,(2S)-2-hydroxyphytanic acid,"A 20-carbon, methyl-branched hydroxy fatty acid and intermediate in phytanic acid degradation; accumulates in patients with peroxisimal disorders.",17404,KEGG COMPOUND accession,C01504,,,,,,,,,,,,,,,
2663,18171,8-O-methylsterigmatocystin,a,16700,KEGG COMPOUND accession,C08481,,,,,,,,,,,,,,,
2664,18176,2-coumaric acid,A monohydroxycinnamic acid in which the hydroxy substituent is located at C-2 of the phenyl ring.,5897,KEGG COMPOUND accession,C10326,,,,,,,,,,,,,,,
2665,18187,"(E)-3,7,11,15-tetramethylhexadec-2-en-1-yl diphosphate",a,38958,KEGG COMPOUND accession,C06073,,,,,,,,,,,,,,,
2666,18188,(S)-3-aminoisobutyrate,a,18086,KEGG COMPOUND accession,C00637,id3acald,2591-98-2,18086.0,"Human Metabolome Database (HMDB): Indoleacetaldehyde is a substrate for Retina-specific copper amine oxidase, Aldehyde dehydrogenase X (mitochondrial), Amine oxidase B, Amiloride-sensitive amine oxidase, Aldehyde dehydrogenase (mitochondrial), Fatty aldehyde dehydrogenase, 4-trimethylaminobutyraldehyde dehydrogenase, Aldehyde dehydrogenase (dimeric NADP-preferring), Aldehyde dehydrogenase family 7 member A1, Amine oxidase A, Aldehyde dehydrogenase 1A3 and Membrane copper amine oxidase.",Indoleacetaldehyde,HMDB0001190,b,b,C00637,INDOLE_ACETALDEHYDE,FDB013950,id3acald,[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([H])=O,WHOOUMGHGSPMGR-UHFFFAOYSA-N,"InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2"
2667,18198,4-amino-4-deoxychorismic acid,A dicarboxylic acid comprising chorismic acid having its 4-hydroxy group replaced by an amino group.,28311,KEGG COMPOUND accession,C05836,,,,,,,,,,,,,,,
2668,18199,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine","UDP-glycopeptide having N-acetylmuramoyl as the glyco portion and L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine as the peptide portion (attached via an amide bond between the amino terminus and the muramoyl carboxy group).",16031,KEGG COMPOUND accession,C02693,M00155,879-37-8,16031.0,Human Metabolome Database (HMDB): 1H-Indole-3-acetamide is found in common pea. 1H-Indole-3-acetamide is isolated from etiolated seedlings of the black gram (Phaseolus mungo,1H-Indole-3-acetamide,HMDB0029739,b,b,C02693,b,FDB000937,b,[H]N([H])C(=O)C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12,ZOAMBXDOGPRZLP-UHFFFAOYSA-N,"InChI=1S/C10H10N2O/c11-10(13)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H2,11,13)"
2669,18204,"16,17-didehydroprogesterone",a,16411,KEGG COMPOUND accession,C00954,ind3ac,87-51-4,16411.0,"Human Metabolome Database (HMDB): Indoleacetic acid (IAA) is a breakdown product of tryptophan metabolism and is often produced by the action of bacteria in the mammalian gut. Some endogenous production of IAA in mammalian tissues also occurs. It may be produced by the decarboxylation of tryptamine or the oxidative deamination of tryptophan. IAA frequently occurs at low levels in urine and has been found in elevated levels in the urine of patients with phenylketonuria ((PMID: 13610897). Using material extracted from human urine, it was discovered by Kogl in 1933 that Indoleacetic acid is also an important plant hormone (PMID: 13610897). Specifically IAA is a member of the group of phytohormones called auxins. IAA is generally considered to be the most important native auxin. Plant cells synthesize IAA from tryptophan. (wikipedia) IAA and some derivatives can be oxidised by horseradish peroxidase (HRP) to cytotoxic species. IAA is only toxic after oxidative decarboxylation; the effect of IAA/HRP is thought to be due in part to the formation of methylene-oxindole, which may conjugate with DNA bases and protein thiols. IAA/HRP could be used as the basis for targeted cancer, a potential new role for plant auxins in cancer therapy. (PMID: 11163327).",Indoleacetic acid,HMDB0000197,b,b,C00954,b,FDB000933,ind3ac,[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([O-])=O,SEOVTRFCIGRIMH-UHFFFAOYSA-M,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1"
2670,18216,alpha-N-acetylneuraminosyl-(2->3)-[beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)]-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-N-acylsphingosine,A sialotetraosylceramide having beta-D-Gal-(1->3)-beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc as the sialotetraosyl component.,15711,KEGG COMPOUND accession,C03868,,,,,,,,,,,,,,,
2671,18220,isoflavone,A simplest member of the class of isoflavones  that is 4H-chromen-4-one in which the hydrogen at position 3 is replaced by a phenyl group.,28238,KEGG COMPOUND accession,C08493,,,,,,,,,,,,,,,
2672,18222,xylose,"An aldopentose, found in the embryos of most edible plants and used in medicine to test for malabsorption by administration in water to the patient.",17890,KEGG COMPOUND accession,C00955,,,,,,,,,,,,,,,
2673,18226,(R)-6-hydroxynicotine,a,28071,KEGG COMPOUND accession,C04611,,,,,,,,,,,,,,,
2674,18228,"1D-myo-inositol 1,3,4-trisphosphate",a,27406,KEGG COMPOUND accession,C05579,M03163,b,27406.0,"Human Metabolome Database (HMDB): Indole-5,6-quinone is involved in the tyrosine metabolism pathway. More specifically, indole-5,6-quinone is an intermediate in the production of melanin. Indole-5,6-quinone is produced from 5,6-dihydroxyindole by tyrosinase [EC:1.14.18.1].","Indole-5,6-quinone",HMDB0006779,b,b,C05579,b,FDB024077,b,[H]N1C([H])=C([H])C2=C([H])C(=O)C(=O)C([H])=C12,IGGVVGHJSQSLFO-UHFFFAOYSA-N,"InChI=1S/C8H5NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h1-4,9H"
2675,18230,chlorophyll a,a,28626,KEGG COMPOUND accession,C01819,,,,,,,,,,,,,,,
2676,18231,arsenic acid,An arsenic oxoacid comprising one oxo group and three hydroxy groups attached to a central arsenic atom.,33070,KEGG COMPOUND accession,C11284,,,,,,,,,,,,,,,
2677,18233,xyloglucan,"A glucan that consists of a backbone of alpha-(1->4)-linked glucose residues, most of which are substituted with (1->6)-linked xylose side-chains.",18299,KEGG COMPOUND accession,C03506,,,,,,,,,,,,,,,
2678,18236,6-demethylsterigmatocystin,a,17282,KEGG COMPOUND accession,C02043,,,,,,,,,,,,,,,
2679,18238,3-demethylubiquinone-9,a,29750,KEGG COMPOUND accession,C00331,,,,,,,,,,,,,,,
2680,18248,iron atom,An iron group element atom that has atomic number 26.,49662,KEGG COMPOUND accession,C01926,,,,,,,,,,,,,,,
2681,18250,chondroitin 4'-sulfate,A chondroitin sulfate in which the site of sulfation is carbon 4 of the N-acetylgalactosamine (GalNAc) sugar.,17840,KEGG COMPOUND accession,C05658,,,,,,,,,,,,,,,
2682,18256,4-formylbenzenesulfonic acid,a,5922,KEGG COMPOUND accession,C09112,,,,,,,,,,,,,,,
2683,18261,N-carbamoyl-beta-alanine,A beta-alanine derivative that is propionic acid bearing a ureido group at position 3.,27495,KEGG COMPOUND accession,C08819,,,,,,,,,,,,,,,
2684,18263,1-(5-phospho-D-ribosyl)-ATP,a,18036,KEGG COMPOUND accession,C03279,,,,,,,,,,,,,,,
2685,18278,N-acetyl-D-glucosaminyldiphosphodolichol,a,18345,KEGG COMPOUND accession,C04579,,,,,,,,,,,,,,,
2686,18280,phenylglyoxylic acid,A 2-oxo monocarboxylic acid that is glyoxylic acid in which the aldehyde hydrogen is substituted by a phenyl group.,5931,KEGG COMPOUND accession,C00723,M03169,b,b,b,Insulin-(SS),b,b,b,C00723,b,b,b,b,b,b
2687,18300,maleic acid,A butenedioic acid in which the double bond has cis- (Z)-configuration.,5941,KEGG COMPOUND accession,C10330,,,,,,,,,,,,,,,
2688,18304,deamido-NAD(+),a,16751,KEGG COMPOUND accession,C01711,,,,,,,,,,,,,,,
2689,18311,quinoline-4-carboxylic acid,a,16382,KEGG COMPOUND accession,C00708,i,20461-54-5,16382.0,"Human Metabolome Database (HMDB): Iodide can function as an antioxidant as it is a reducing species that can detoxify reactive oxygen species such as hydrogen peroxide. Over three billion years ago, blue-green algae were the most primitive oxygenic photosynthetic organisms and are the ancestors of multicellular eukaryotic algae (1). Algae that contain the highest amount of iodine (1-3 % of dry weight) and peroxidase enzymes, were the first living cells to produce poisonous oxygen in the atmosphere. Therefore algal cells required a protective antioxidant action of their molecular components, in which iodides, through peroxidase enzymes, seem to have had this specific role. In fact, iodides are greatly present and available in the sea, where algal phytoplankton, the basis of marine food-chain, acts as a biological accumulator of iodides, selenium, (and n-3 fatty acids) :; Antioxidant biochemical mechanism of iodides, probably one of the most ancient mechanisms of defense from poisonous reactive oxygen species:; An iodide ion is an iodine atom with a -1 charge. Compounds with iodine in formal oxidation state -1 are called iodides. This can include ionic compounds such as caesium iodide or covalent compounds such as phosphorus triiodide. This is the same naming scheme as is seen with chlorides and bromides. The chemical test for an iodide compound is to acidify the aqueous compound by adding some drops of acid, to dispel any carbonate ions present, then adding lead(II) nitrate, yielding a bright yellow precipitate of lead iodide. Most ionic iodides are soluble, with the exception of yellow silver iodide and yellow lead iodide. Aqueous solutions of iodide dissolve iodine better than pure water due to the formation of complex ions:.",Iodide,HMDB0012238,b,b,C00708,CPD-387,FDB028881,i,[I-],XMBWDFGMSWQBCA-UHFFFAOYSA-M,InChI=1S/HI/h1H/p-1
2690,18314,L-2-aminopentanoic acid,A 2-aminopentanoic acid that has S-configuration.,17606,KEGG COMPOUND accession,C01382,iodine,7553-56-2,17606.0,"Human Metabolome Database (HMDB): Iodine is an essential trace element. Chemically, iodine is the least reactive of the halogens, and the most electropositive halogen after astatine. However, iodine does not occur in the free state in nature. As with all other halogens , when freed from its compounds iodine forms diatomic molecules (I2). Iodine and its compounds are primarily used in medicine, photography, and dyes. Iodine is required for the production of thyroid hormones, which are essential for normal brain development, and the fetus, newborn, and young child are particularly vulnerable to iodine deficiency. Physiologically, iodine exists as an ion in the body. The iodine requirement increases during pregnancy and recommended intakes are in the range of 220-250 microg/day. Monitoring iodine status during pregnancy is a challenge. New recommendations from World Health Organization suggest that a median urinary iodine concentration >250 microg/L and <500 microg/L indicates adequate iodine intake in pregnancy. Based on this range, it appears that many pregnant women in have inadequate intakes. Thyroid-stimulating hormone concentration in the newborn is a sensitive indicator of mild iodine deficiency in late pregnancy. The potential adverse effects of mild iodine deficiency during pregnancy are uncertain. Controlled trials of iodine supplementation in mildly iodine-deficient pregnant women suggest beneficial effects on maternal and newborn serum thyroglobulin and thyroid volume, but no effects on maternal and newborn total or free thyroid hormone concentrations. There are no long-term data on the effect of iodine supplementation on birth outcomes or infant development. New data from well-controlled studies indicate that iodine repletion in moderately iodine-deficient school-age children has clear benefits: it improves cognitive and motor function; it also increases concentrations of insulin-like growth factor 1 and insulin-like growth factor-binding protein 3, and improves somatic growth. (PMID: 17956157).",Iodine,HMDB0000675,b,b,C01382,IODINE-MOLECULE,FDB003635,iodine,II,PNDPGZBMCMUPRI-UHFFFAOYSA-N,InChI=1S/I2/c1-2
