chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
748,9117,a,a,3210,CAS Registry Number,487-93-4,M01408,487-93-4,3210.0,"Human Metabolome Database (HMDB): A hallucinogenic serotonin analog found in frog or toad skins, mushrooms, higher plants, and mammals, especially in the brains, plasma, and urine of schizophrenics. Bufotenin has been used as a tool in CNS studies and misused as a psychedelic. Bufotenin (5-OH-DMT), is a tryptamine related to the neurotransmitter serotonin. It is an alkaloid found in the skin of some species of toads; in mushrooms, higher plants, and mammals. Bufotenin is a chemical constituent in the venom and eggs of several species of toads belonging to the Bufo genus, but most notably in the Colorado River toad (Bufo alvarius) as it is the only toad species in which bufotenin is present in large enough quantities for a psychoactive effect. Extracts of toad venom, containing bufotenin and other bioactive compounds, have been used in some traditional medicines (probably derived from Bufo gargarizans), which has been used medicinally for centuries in China. Bufotenin is a constituent of the seeds of Anadenanthera colubrina and Anadenanthera peregrina trees. Anadenanthera seeds have been used as an ingredient in psychedelic snuff preparations by indigenous cultures of the Caribbean, Central and South America.",Bufotenin,HMDB0041842,b,b,C08299,b,b,b,[H]OC1=C([H])C2=C(N([H])C([H])=C2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],VTTONGPRPXSUTJ-UHFFFAOYSA-N,"InChI=1S/C12H16N2O/c1-14(2)6-5-9-8-13-12-4-3-10(15)7-11(9)12/h3-4,7-8,13,15H,5-6H2,1-2H3"
749,9272,a,a,16436,CAS Registry Number,987-78-0,cdpchol,987-78-0,16436.0,"Human Metabolome Database (HMDB): Citicoline is an essential intermediate in the biosynthetic pathway of structural phospholipids in cell membranes, particularly phosphatidylcholine. Once absorbed, citicoline is widely distributed throughout the body, crosses the blood-brain barrier and reaches the central nervous system (CNS), where it is incorporated into the membrane and microsomal phospholipid fraction. Citicoline activates biosynthesis of structural phospholipids of neuronal membranes, increases brain metabolism, and acts upon the levels of different neurotransmitters. Thus, citicoline has been experimentally shown to increase norepinephrine and dopamine levels in the CNS. Owing to these pharmacological mechanisms, citicoline has a neuroprotective effect in hypoxic and ischemic conditions, decreasing the volume of ischemic lesion, and also improves learning and memory performance in animal models of brain aging. In addition, citicoline has been shown to restore the activity of mitochondrial ATPase and membrane Na+/K+ATPase, to inhibit activation of certain phospholipases, and to accelerate reabsorption of cerebral edema in various experimental models. Citicoline has also been shown to be able to inhibit mechanisms of apoptosis associated to cerebral ischemia and in certain neurodegeneration models, and to potentiate neuroplasticity mechanisms. Citicoline is a safe drug, as shown by the toxicological tests conducted, that has no significant systemic cholinergic effects and is a well tolerated product. (PMID: 17171187).",Citicoline,HMDB0001413,b,b,C00307,CDP-CHOLINE,FDB022608,cdpchol,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])O[H])N1C([H])=C([H])C(=NC1=O)N([H])[H],RZZPDXZPRHQOCG-OJAKKHQRSA-M,"InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/p-1/t9-,11-,12-,13-/m1/s1"
750,9668,a,a,17933,CAS Registry Number,19356-17-3,25hvitd3,19356-17-3,17933.0,"Human Metabolome Database (HMDB): The major circulating metabolite of vitamin D3 (calciferon). It is produced in the liver and is the best indicator of the body's vitamin D stores. It is effective in the treatment of rickets and osteomalacia, both in azotemic and non-azotemic patients. Calcifediol also has mineralizing properties.",Calcidiol,HMDB0003550,b,b,C01561,CALCIDIOL,FDB021782,25hvitd3,[H]O[C@]1([H])C([H])([H])\C(=C(/[H])\C(\[H])=C2/C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C(=C([H])[H])C([H])([H])C1([H])[H],JWUBBDSIWDLEOM-DTOXIADCSA-N,"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1"
751,9987,a,a,15727,CAS Registry Number,305-84-0,alahis,305-84-0,15727.0,"Human Metabolome Database (HMDB): Carnosine (beta-alanyl-L-histidine) is found exclusively in animal tissues. It is a dipeptide of the amino acids beta-alanine and histidine. Carnosine has the potential to suppress many of the biochemical changes (e.g., protein oxidation, glycation, AGE formation, and cross-linking) that accompany aging and associated pathologies (PMID 16804013). It is highly concentrated in muscle and brain tissues. Some autistics patients take it as a dietary supplement, and attribute an improvement in their condition to it. Supplemental carnosine may increase corticosterone levels. This may explain the ""hyperactivity"" seen in autistic subjects at higher doses. Carnosine also exhibits some antioxidant effects. The antioxidant mechanism of carnosine is attributed to its chelating effect against metal ions, superoxide dismutase (SOD)-like activity, ROS and free radicals scavenging ability (PMID 16406688). Carnosine is a biomarker for the consumption of meat. Carnosine is found to be associated with carnosinuria, which is an inborn error of metabolism.",Carnosine,HMDB0000033,b,b,C00386,CARNOSINE,FDB000511,b,b,CQOVPNPJLQNMDC-ZETCQYMHSA-N,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1"
752,9987,a,a,15727,CAS Registry Number,305-84-0,carn,305-84-0,15727.0,"Human Metabolome Database (HMDB): Carnosine (beta-alanyl-L-histidine) is found exclusively in animal tissues. It is a dipeptide of the amino acids beta-alanine and histidine. Carnosine has the potential to suppress many of the biochemical changes (e.g., protein oxidation, glycation, AGE formation, and cross-linking) that accompany aging and associated pathologies (PMID 16804013). It is highly concentrated in muscle and brain tissues. Some autistics patients take it as a dietary supplement, and attribute an improvement in their condition to it. Supplemental carnosine may increase corticosterone levels. This may explain the ""hyperactivity"" seen in autistic subjects at higher doses. Carnosine also exhibits some antioxidant effects. The antioxidant mechanism of carnosine is attributed to its chelating effect against metal ions, superoxide dismutase (SOD)-like activity, ROS and free radicals scavenging ability (PMID 16406688). Carnosine is a biomarker for the consumption of meat. Carnosine is found to be associated with carnosinuria, which is an inborn error of metabolism.",Carnosine,HMDB0000033,b,b,C00386,CARNOSINE,FDB000511,carn,[H]N(C(=O)C([H])([H])C([H])([H])[N+]([H])([H])[H])[C@]([H])(C([O-])=O)C([H])([H])C1=C([H])N([H])C([H])=N1,CQOVPNPJLQNMDC-ZETCQYMHSA-N,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1"
753,15458,a,a,16856,CAS Registry Number,70-18-8,gthrd,70-18-8,16856.0,"Human Metabolome Database (HMDB): Glutathione is a compound synthesized from cysteine, perhaps the most important member of the body's toxic waste disposal team. Like cysteine, glutathione contains the crucial thiol (-SH) group that makes it an effective antioxidant. There are virtually no living organisms on this planet-animal or plant whose cells don't contain some glutathione. Scientists have speculated that glutathione was essential to the very development of life on earth. glutathione has many roles; in none does it act alone. It is a coenzyme in various enzymatic reactions. The most important of these are redox reactions, in which the thiol grouping on the cysteine portion of cell membranes protects against peroxidation; and conjugation reactions, in which glutathione (especially in the liver) binds with toxic chemicals in order to detoxify them. glutathione is also important in red and white blood cell formation and throughout the immune system. glutathione's clinical uses include the prevention of oxygen toxicity in hyperbaric oxygen therapy, treatment of lead and other heavy metal poisoning, lowering of the toxicity of chemotherapy and radiation in cancer treatments, and reversal of cataracts. (http://www.dcnutrition.com/AminoAcids/) glutathione participates in leukotriene synthesis and is a cofactor for the enzyme glutathione peroxidase. It is also important as a hydrophilic molecule that is added to lipophilic toxins and waste in the liver during biotransformation before they can become part of the bile. glutathione is also needed for the detoxification of methylglyoxal, a toxin produced as a by-product of metabolism. This detoxification reaction is carried out by the glyoxalase system. Glyoxalase I (EC 4.4.1.5) catalyzes the conversion of methylglyoxal and reduced glutathione to S-D-Lactoyl-glutathione. Glyoxalase II (EC 3.1.2.6) catalyzes the hydrolysis of S-D-Lactoyl-glutathione to glutathione and D-lactate. GSH is known as a substrate in both conjugation reactions and reduction reactions, catalyzed by glutathione S-transferase enzymes in cytosol, microsomes, and mitochondria. However, it is also capable of participating in non-enzymatic conjugation with some chemicals, as in the case of n-acetyl-p-benzoquinone imine (NAPQI), the reactive cytochrome P450-reactive metabolite formed by acetaminophen, that becomes toxic when GSH is depleted by an overdose (of acetaminophen). glutathione in this capacity binds to NAPQI as a suicide substrate and in the process detoxifies it, taking the place of cellular protein thiol groups which would otherwise be covalently modified; when all GSH has been spent, NAPQI begins to react with the cellular proteins, killing the cells in the process. The preferred treatment for an overdose of this painkiller is the administration (usually in atomized form) of N-acetylcysteine, which is used by cells to replace spent GSSG and renew the usable GSH pool. (http://en.wikipedia.org/wiki/glutathione).",Glutathione,HMDB0000125,b,b,C00051,GLUTATHIONE,FDB001498,gthrd,[H]SC([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H])C(=O)N([H])C([H])([H])C([O-])=O,RWSXRVCMGQZWBV-WDSKDSINSA-M,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/p-1/t5-,6-/m0/s1"
754,10273,a,a,3558,CAS Registry Number,145599-86-6,crvs,145599-86-6,3558.0,b,Cerivastatin,b,b,b,D07661,b,b,b,b,SEERZIQQUAZTOL-ANMDKAQQSA-N,b
755,10358,a,a,17029,CAS Registry Number,1398-61-4,chtn,1398-61-4,b,b,Chitin,b,b,b,b,b,b,chtn,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@]([H])(O[H])O[C@]3([H])C([H])([H])O[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H],WZZVUHWLNMNWLW-VFCSDQTKSA-N,"InChI=1S/C24H41N3O16/c1-7(31)25-13-18(36)20(11(5-29)39-22(13)38)42-24-15(27-9(3)33)19(37)21(12(6-30)41-24)43-23-14(26-8(2)32)17(35)16(34)10(4-28)40-23/h10-24,28-30,34-38H,4-6H2,1-3H3,(H,25,31)(H,26,32)(H,27,33)/t10-,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+,24+/m1/s1"
756,10358,a,a,17029,CAS Registry Number,1398-61-4,M01436,1398-61-4,17029.0,"Human Metabolome Database (HMDB): Chitin is one of the main components in the cell walls of fungi, the exoskeletons of insects and other arthropods (such as crustaceans) as well as fish and frogs. It is a polysaccharide that is constructed from units of acetylglucosamine (more completely, N-acetyl-D-glucose-2-amine). These are linked together in beta-1,4 fashion (in a similar manner to the glucose units which form cellulose). In effect, chitin may be described as cellulose with one hydroxyl group on each monomer replaced by an acetylamine group. This allows for increased hydrogen bonding between adjacent polymers, giving the polymer increased strength. Chitin is the second most abundant polysaccharide in the world (after cellulose). Chitinases break down chitin and are a part of the defence mechanism of mammals against chitin-containing parasites in lower life forms. Under certain circumstances, chitin can act as an allergen. Research using murine models has shown that chitin is a size-dependent microbial-associated molecular pattern (MAMP) that can induce an immunological response via pattern recognition receptors. Medium-sized chitin micro-particles (CMPs) have been shown to induce inflammation, while small-sized CMPs reduce inflammation. Additionally, mammalian chitinases may play a key role in mediating the T-helper 2 cell-driven inflammatory response that is commonly associated with asthma. The high prevalence of asthma among people working with chitinous substances, such as crabs and fungi, suggests that chitin might be an allergen playing a significant role in the development of asthma.",Chitin,HMDB0003362,b,b,C00461,14-N-ACETYL-BETA-D-GLUCOSAMINYLN1,FDB023154,b,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(-*)[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O-*,DJHJJVWPFGHIPH-OODMECLYSA-N,b
757,10367,a,a,28142,CAS Registry Number,302-17-0,M01440,302-17-0,28142.0,"Human Metabolome Database (HMDB): Chloral hydrate is a sedative and hypnotic drug as well as a chemical reagent and precursor. The name chloral hydrate indicates that it is formed from chloral (trichloroacetaldehyde) by the addition of one molecule of water. Its chemical formula is C2H3Cl3O2. It was discovered through the chlorination of ethanol in 1832 by Justus von Liebig in Gießen. Its sedative properties were first published in 1869 and subsequently, because of its easy synthesis, its use was widespread. (Wikipedia)",Chloral hydrate,HMDB0060451,b,b,D00265,CPD0-1476,b,b,[H]OC([H])(O[H])C(Cl)(Cl)Cl,RNFNDJAIBTYOQL-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H"
758,91617,a,a,28142,CAS Registry Number,302-17-0,M01440,302-17-0,28142.0,"Human Metabolome Database (HMDB): Chloral hydrate is a sedative and hypnotic drug as well as a chemical reagent and precursor. The name chloral hydrate indicates that it is formed from chloral (trichloroacetaldehyde) by the addition of one molecule of water. Its chemical formula is C2H3Cl3O2. It was discovered through the chlorination of ethanol in 1832 by Justus von Liebig in Gießen. Its sedative properties were first published in 1869 and subsequently, because of its easy synthesis, its use was widespread. (Wikipedia)",Chloral hydrate,HMDB0060451,b,b,D00265,CPD0-1476,b,b,[H]OC([H])(O[H])C(Cl)(Cl)Cl,RNFNDJAIBTYOQL-UHFFFAOYSA-N,"InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H"
759,10430,a,a,27869,CAS Registry Number,79-11-8,M01443,79-11-8,27869.0,"Human Metabolome Database (HMDB): Prohibited from use in food Chloroacetic acid is the chemical compound with the formula ClCH2CO2H. This carboxylic acid is a useful building block in organic synthesis. Like other chloroacetic acids and related halocarbons, it is a potentially dangerous alkylating agent",Chloroacetic acid,HMDB0031331,b,b,C06755,b,FDB003394,b,[H]OC(=O)C([H])([H])Cl,FOCAUTSVDIKZOP-UHFFFAOYSA-N,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)"
760,10530,a,a,3663,CAS Registry Number,601-34-3,HC02020,601-34-3,3663.0,"Human Metabolome Database (HMDB): Cholesteryl palmitic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of all body tissues, and transported in the blood plasma of all animals. The accumulation of cholesterol esters in the arterial intima (the innermost layer of an artery, in direct contact with the flowing blood) is a characteristic feature of atherosclerosis. Atherosclerosis is a disease affecting arterial blood vessels. It is a chronic inflammatory response in the walls of arteries, in large part to the deposition of lipoproteins (plasma proteins that carry cholesterol and triglycerides). CE(16:0) may also accumulate in hereditary hypercholesterolemia, an inborn error of metabolism. Cholesteryl palmitate is one of the four important lipids found in the tear film. Amniotic fluid cholesteryl palmitate, as measured by thin-layer chromatography, appears to be a very sensitive and specific predictor for the risk of respiratory distress syndrome (RDS) in newborns of normal pregnancies (PMID: 3405552, 16922549).",CE(16:0),HMDB0000885,b,b,C11251,Cholesterol-esters,FDB022299,HC02020,[H]C1=C2C([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]2([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],BBJQPKLGPMQWBU-JADYGXMDSA-N,"InChI=1S/C43H76O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-23-41(44)45-36-28-30-42(5)35(32-36)24-25-37-39-27-26-38(34(4)22-20-21-33(2)3)43(39,6)31-29-40(37)42/h24,33-34,36-40H,7-23,25-32H2,1-6H3/t34-,36+,37+,38-,39+,40+,42+,43-/m1/s1"
761,10634,a,a,3699,CAS Registry Number,51481-61-9,M01571,51481-61-9,3699.0,"Human Metabolome Database (HMDB): A histamine congener, it competitively inhibits histamine binding to histamine H2 receptors. Cimetidine has a range of pharmacological actions. It inhibits gastric acid secretion, as well as pepsin and gastrins output. It also blocks the activity of cytochrome P-450 which might explain proposals for use in neoadjuvant therapy. [PubChem]",Cimetidine,HMDB0014644,b,b,C06952,b,b,b,[H]N(\C(=N/C#N)N([H])C([H])([H])C([H])([H])SC([H])([H])C1=C(N([H])C([H])=N1)C([H])([H])[H])C([H])([H])[H],AQIXAKUUQRKLND-UHFFFAOYSA-N,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)"
762,11024,a,a,15982,CAS Registry Number,18534-66-2,cbl1,18534-66-2,15982.0,"Human Metabolome Database (HMDB): Cob(I)alamin is the substrate of the enzyme ATP:cob(I)alamin adenosyltransferase (EC 2.5.1.17), that converts reduced cob(I)alamin to the adenosylcobalamin co-factor required for the functional activity of methylmalonyl-CoA mutase (EC 5.4.99.2). Mutations in the human MMAB gene result in a block in adenosylcobalamin synthesis and are responsible for the cblB complementation group of inherited vitamin B12 disorders, such as cobalamin malabsorption, which is an inborn error of metabolism. Vitamin B12 (cobalamin) is a complex cobalt-containing molecule that is essential to human health. It is synthesized in bacteria where it catalyzes numerous methyl transfer and intramolecular rearrangement reactions. In mammals, it is the co-factor of only two enzymes: methionine synthase, which catalyzes the transfer of a methyl group from methyltetrahydrofolate to homocysteine to form methionine, and methylmalonyl-CoA mutase, which catalyzes the rearrangement of methylmalonyl-CoA to form succinyl-CoA. For both enzymes, the vitamin must be modified through intracellular metabolism to co-factor forms: methylcobalamin (MeCbl)1 for methionine synthase and adenosylcobalamin (AdoCbl) for methylmalonyl-CoA mutase (PMID: 16439175).",Cob(I)alamin,HMDB0003429,b,b,C00853,COB-I-ALAMIN,FDB021826,b,[H]OC([H])([H])[C@@]1([H])O[C@]2([H])N3C([H])=[N+](C4=C([H])C(=C(C([H])=C34)C([H])([H])[H])C([H])([H])[H])[Co-4]345N6C7=C(C8=[N+]3C(=C([H])C3=[N+]4C(=C(C4=[N+]5[C@@](C([H])([H])[H])([C@@]6([H])[C@]([H])(C([H])([H])C(=O)N([H])[H])[C@@]7(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])[C@]([H])(OP([O-])(=O)O[C@@]1([H])[C@@]2([H])O[H])C([H])([H])[H])[C@@](C([H])([H])[H])(C([H])([H])C(=O)N([H])[H])[C@]4([H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])[H])[C@@](C([H])([H])[H])(C([H])([H])C(=O)N([H])[H])[C@]3([H])C([H])([H])C([H])([H])C(=O)N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[C@]8([H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])[H],OMAOKVYASDIYQG-DSRCUDDDSA-L,"InChI=1S/C62H90N13O14P.Co/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;/h20-21,23,28,31,34-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H15,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);/q;+1/p-2/t31-,34-,35-,36-,37+,41-,52-,53-,56-,57+,59-,60+,61+,62+;/m1./s1"
763,11238,a,a,16827,CAS Registry Number,50-22-6,crtstrn,50-22-6,16827.0,"Human Metabolome Database (HMDB): Corticosterone is an adrenocortical steroid that has modest but significant activities as a mineralocorticoid and a glucocorticoid. (From Goodman and Gilman's The Pharmacological Basis of Therapeutics, 8th ed, p1437).",Corticosterone,HMDB0001547,b,b,C02140,CORTICOSTERONE,FDB022684,crtstrn,[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]12C([H])([H])[H],OMFXVFTZEKFJBZ-HJTSIMOOSA-N,"InChI=1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17-,19+,20-,21-/m0/s1"
764,11609,a,a,4031,CAS Registry Number,59865-13-3,csa,59865-13-3,4031.0,b,Cyclosporine,b,b,b,D00184,b,b,b,b,PMATZTZNYRCHOR-CGLBZJNRSA-N,b
765,11645,a,a,4047,CAS Registry Number,19246-18-5,cgly,19246-18-5,4047.0,"Human Metabolome Database (HMDB): Cysteinylglycine is a naturally occurring dipeptide. It is derived from the breakdown of glutathione (a tripeptide). In plasma, cysteinylglycine is in a reduced, oxidized and protein-bound form (aminothiol) and interact via redox and disulphide exchange reactions, in a dynamic system referred to as redox thiol status (PMID 8642471). Spermatozoa of sub fertile men contain significantly higher thiol concentrations as compared with those of fertile men. The detrimental effect on embryo quality of a high homocysteine (Hcy, another member of the thiol group) concentration in the ejaculate and in follicular fluid is intriguing and may suggest that Hcy is inversely associated with fertility outcome (PMID 16556671). Rheumatoid arthritis (RA) is a chronic inflammatory disease which involves the synovial membrane of multiple diarthroidal joints causing damage to cartilage and bones. The damage process seems to be related to an overproduction of oxygen reactive species inducing an oxidative perturbation with an increase in some oxidized forms (disulfides and protein mixed disulfides) and a decrease in free thiols (PMID 15895891). Imipenem (thienamycin formamidine), is a broad-spectrum beta-lactam antibiotic, always used in combination with cilastatin in order to avoid the premature breakdown of imipenem by renal tubular dipeptidase. As this dipeptidase also hydrolyzes the glutathione metabolite cysteinylglycine, the therapeutic association of imipenem and cilastatin causes plasma levels of cysteinylglycine to increase significantly, while cysteine levels are decreased and homocysteine levels are unaffected. Therefore, antibiotic treatment using imipenem-cilastatin induces important metabolic changes that should not remain unrecognized (PMID 15843241). Moreover, cysteinylglycine is found to be associated with phenylketonuria, which is an inborn error of metabolism.",Cysteinylglycine,HMDB0000078,b,b,C01419,GLUTATHIONE,FDB021891,cgly,[H]SC([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([O-])=O)[N+]([H])([H])[H],ZUKPVRWZDMRIEO-VKHMYHEASA-N,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1"
766,11669,a,a,17562,CAS Registry Number,65-46-3,cytd,65-46-3,17562.0,"Human Metabolome Database (HMDB): Cytidine is a nucleoside that is composed of the base cytosine linked to the five-carbon sugar D-ribose. Cytidine is a pyrimidine that besides being incorporated into nucleic acids, can serve as a substrate for the salvage pathway of pyrimidine nucleotide synthesis. It is a precursor of cytidine triphosphate (CTP) needed in the phosphatidylcholine (PC) and phosphatidylethanolamine (PE) biosynthetic pathways. These variations probably reflect the species differences in cytidine deaminase, the enzyme that converts cytidine to uridine in the body. The transport of cytidine into the brain's extracellular fluid, and then into neurons and glia, are essential prerequisites for cytidine to be utilized in the brain. An efficient mechanism mediating the brain uptake of circulating cytidine has not yet been demonstrated. The biosynthesis of PC, the most abundant phosphatide in the brain, via the Kennedy pathway requires phosphocholine and cytidine triphosphate (CTP), a cytidine nucleotide involved in the rate-limiting step. The enzyme that converts CTP to endogenous CDP-choline (CTP:phosphocholine cytidylyltransferase) is unsaturated at physiological brain CTP levels. APOBEC is a family of enzymes that has been discovered with the ability to deaminate cytidines on RNA or DNA. The human apolipoprotein B mRNA-editing enzyme, catalytic polypeptide-like 3G protein (APOBEC3G, or hA3G), provides cells with an intracellular antiretroviral activity that is associated with the hypermutation of viral DNA through cytidine deamination. Indeed, hA3G belongs to a family of vertebrate proteins that contains one or two copies of a signature sequence motif unique to cytidine deaminases (CTDAs) (PMID: 16769123, 15780864, 16720547).",Cytidine,HMDB0000089,b,b,C00475,CYTIDINE,FDB021809,cytd,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=C([H])C(=NC2=O)N([H])[H])[C@]([H])(O[H])[C@]1([H])O[H],UHDGCWIWMRVCDJ-XVFCMESISA-N,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1"
