name,value,disease,age,Gender,location,concentration,markerdb_id,method,id
L-Cysteine,316,Sulfite Oxidase Deficiency,Infant: 1 wk-2 yrs old,Male,Blood,5.0 (-75.0-5.0) uM,367202,"Clinical and Laboratory Barriers to the Timely Diagnosis of Sulphite Oxidase Deficiency. Proceedings of Singapore Healthcare, 19(2), 94-100.",
L-Cysteine,263,Peripheral Neuropathy,Adult: >=18 yrs old,Unknown,Blood,0.41 (0.20-1.0) uM,629,"Obeid, R., Kasoha, M., Knapp, J. P., Kostopoulos, P., Becker, G., Fassbender, K. & Herrmann, W. Folate and methylation status in relation to phosphorylated tau protein(181P) and beta-amyloid(1-42) in cerebrospinal fluid. Clin Chem 53, 1129-1136 (2007).",17384003.0
L-Cysteine,27,A.I.D.S.,Adult: >=18 yrs old,Both,Blood,13.0 (10.0-16.0) uM,92,"Naisbitt, D. J., Vilar, F. J., Stalford, A. C., Wilkins, E. G., Pirmohamed, M. & Park, B. K. Plasma cysteine deficiency and decreased reduction of nitrososulfamethoxazole with HIV infection. AIDS Res Hum Retroviruses 16, 1929-1938 (2000).",11153075.0
L-Cysteine,330,Uremia,Adult: >=18 yrs old,Both,Blood,0.56 (0.53-0.59) uM,366742,,22626821.0
"3,5-Diiodothyronine",182,Hyperthyroidism,Adult: >=18 yrs old,Both,Urine,8.6e-05 umol/mmol creatinine,1050,"Hommel, E., Faber, J., Kirkegaard, C., Siersbaek-Nielsen, K. & Friis, T. Urinary excretion of unconjugated and conjugated 3,5-diiodothyronine. Horm Metab Res 17, 90-92 (1985).",3988241.0
Potassium,2353,Type 4A Bartter Syndrome,Adult: >=18 yrs old,Male,Blood,2.0e+03 uM,366655,,26537508.0
Potassium,4011,Type 4B Bartter Syndrome,Newborn: 0 day-1 wk,Female,Blood,8.6e+04 (8.6e+04-8.7e+04) uM,366660,,18310267.0
Potassium,930,Type I Autosonal Dominant Pseudyhopoaldosteronism,Newborn: 0 day-1 wk,Unknown,Blood,8.2e+03 uM,366985,,24455331.0
Potassium,4299,"Congenital Adrenal Insufficiency with 46,XY Sex Reversal",Newborn: 0 day-1 wk,Female,Blood,7.1e+03 uM,198860,"Kim, C. J., Lin, L., Huang, N., Quigley, C. A., AvRuskin, T. W., Achermann, J. C. & Miller, W. L. Severe combined adrenal and gonadal deficiency caused by novel mutations in the cholesterol side chain cleavage enzyme, P450scc. J Clin Endocrinol Metab 93, 696-702 (2008).",18182448.0
Potassium,3,21 Hydroxylase Deficiency,Newborn: 0 day-1 wk,Female,Blood,8.0e+03 (7.1e+03-9.0e+03) uM,366689,,11038205.0
Potassium,1085,Lipoid Congenital Adrenal Hyperplasia,Newborn: 0 day-1 wk,Female,Blood,6.9e+03 uM,366890,,3841304.0
Sodium,1098,Corticosterone Methyloxidase Type I Deficiency,Infant: 1 wk-2 yrs old,Female,Urine,8.0e+03 umol/mmol creatinine,366659,,27125267.0
Sodium,1377,Antenatal Bartter Syndrome Type 2,Newborn: 0 day-1 wk,Female,Urine,6.9e+03 (4.7e+03-9.1e+03) umol/mmol creatinine,366654,,26069767.0
Sodium,103,Cystic Fibrosis,Unknown,Unknown,Sweat,1.0e+05 (7.0e+04-1.3e+05) uM,367510,,1626916.0
Hydrogen carbonate,1404,Succinyl Co A:3 Oxoacid Co A Transferase Deficiency,Newborn: 0 day-1 wk,Male,Blood,9.3e+03 uM,366697,,9521962.0
Hydrogen carbonate,290,Fanconi Syndrome,Adult: >=18 yrs old,Female,Blood,1.3e+04 uM,367398,,1982686.0
Hydrogen carbonate,3049,Pyruvate Dehydrogenase Phosphatase Deficiency,Infant: 1 wk-2 yrs old,Male,Blood,3.5e+03 uM,312804,"Robinson, B. H. & Sherwood, W. G. Pyruvate dehydrogenase phosphatase deficiency: a cause of congenital chronic lactic acidosis in infancy. Pediatr Res 9, 935-939 (1975).",172850.0
Hydrogen carbonate,930,Type I Autosonal Dominant Pseudyhopoaldosteronism,Newborn: 0 day-1 wk,Unknown,Blood,2.1e+03 uM,366985,,24455331.0
Hydrogen carbonate,1506,Carnitine Palmitoyltransferase I Deficiency,Infant: 1 wk-2 yrs old,Male,Blood,1.0e+04 (7.0e+03-1.3e+04) uM,367347,,11286380.0
Hydrogen carbonate,3,21 Hydroxylase Deficiency,Newborn: 0 day-1 wk,Female,Blood,1.1e+04 uM,366689,,11038205.0
Chromium,239,Multiple Sclerosis,Adult: >=18 yrs old,Both,Blood,0.0069 (0.0034-0.010) uM,1367,"Forte, G., Visconti, A., Santucci, S., Ghazaryan, A., Figa-Talamanca, L., Cannoni, S., Bocca, B., Pino, A., Violante, N., Alimonti, A., Salvetti, M. & Ristori, G. Quantification of chemical elements in blood of patients affected by multiple sclerosis. Ann Ist Super Sanita 41, 213-216 (2005).",16244395.0
Chromium,262,Parkinson's Disease,Adult: >=18 yrs old,Both,Blood,0.0067 (0.0054-0.0080) uM,1476,"Forte, G., Alimonti, A., Pino, A., Stanzione, P., Brescianini, S., Brusa, L., Sancesario, G., Violante, N. & Bocca, B. Metals and oxidative stress in patients with Parkinson's disease. Ann Ist Super Sanita 41, 189-195 (2005).",16244392.0
Chromium,115,Diabetes Mellitus Type 2,Adult: >=18 yrs old,Both,Blood,0.032 (0.023-0.041) uM,675,"Stupar, J., Vrtovec, M. & Dolinsek, F. Longitudinal hair chromium profiles of elderly subjects with normal glucose tolerance and type 2 diabetes mellitus. Metabolism 56, 94-104 (2007).",17161231.0
Galactosylhydroxylysine,259,Paget's Disease,Adult: >=18 yrs old,Both,Blood,0.11 (0.100-0.12) uM,1449,"Al-Dehaimi, A. W., Blumsohn, A. & Eastell, R. Serum galactosyl hydroxylysine as a biochemical marker of bone resorption. Clin Chem 45, 676-681 (1999).",10222355.0
cis-4-Decenedioic acid,18,Medium Chain Acyl Co A Dehydrogenase Deficiency,Children: 2-17 yrs old,Unknown,Urine,787.7 umol/mmol creatinine,119459,"Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).",2380628.0
D-2-Hydroxyglutaric acid,106,D 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Male,Cerebrospinal_Fluid,61.0 uM,366997,,8981317.0
D-2-Hydroxyglutaric acid,205,L 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Both,Cerebrospinal_Fluid,1.1 (0.42-2.5) uM,366998,,22391998.0
D-2-Hydroxyglutaric acid,106,D 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Male,Blood,217.0 uM,366997,,8981317.0
D-2-Hydroxyglutaric acid,205,L 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Both,Blood,2.6 (2.2-3.2) uM,366998,,22391998.0
Cyanocobalamin,88,Vitamin B12 Deficiency,Adult: >=18 yrs old,Both,Blood,0.00012 (-5.6e-05-0.00012) uM,367003,,28794205.0
Cobalt,239,Multiple Sclerosis,Adult: >=18 yrs old,Both,Blood,0.0037 (0.0020-0.0054) uM,1367,"Forte, G., Visconti, A., Santucci, S., Ghazaryan, A., Figa-Talamanca, L., Cannoni, S., Bocca, B., Pino, A., Violante, N., Alimonti, A., Salvetti, M. & Ristori, G. Quantification of chemical elements in blood of patients affected by multiple sclerosis. Ann Ist Super Sanita 41, 213-216 (2005).",16244395.0
D-Ribulose 5-phosphate,557,Lewy Body Dementia,Adult: >=18 yrs old,Both,Saliva,4.7 (0.10-9.4) uM,366614,,23857558.0
D-Ribulose 5-phosphate,33,Alzheimer's Disease,Adult: >=18 yrs old,Male,Saliva,3.4 (1.6-5.2) uM,366614,,23857558.0
Cholic acid,103,Cystic Fibrosis,Children: 2-17 yrs old,Both,Blood,1.5 (1.3-1.8) uM,604,"Smith, J. L., Lewindon, P. J., Hoskins, A. C., Pereira, T. N., Setchell, K. D., O'Connell, N. C., Shepherd, R. W. & Ramm, G. A. Endogenous ursodeoxycholic acid and cholic acid in liver disease due to cystic fibrosis. Hepatology 39, 1673-1682 (2004).",15185309.0
Glutaconic acid,1317,Glutaric Acidemia I,Adult: >=18 yrs old,Both,Urine,1.00 (0-2.0) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
Ethylmalonic acid,18,Medium Chain Acyl Co A Dehydrogenase Deficiency,Children: 2-17 yrs old,Both,Urine,20.5 (2.0-39.0) umol/mmol creatinine,366632,,6616873.0
Ethylmalonic acid,3518,Isobutyryl Co A Dehydrogenase Deficiency,Newborn: 0 day-1 wk,Both,Urine,6.4 (2.6-10.3) umol/mmol creatinine,367368,,17304052.0
Ethylmalonic acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,243.0 (66.5-419.6) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Ethylmalonic acid,219,Malonyl Co A Decarboxylase Deficiency,Children: 2-17 yrs old,Both,Urine,665.0 (180.0-1.2e+03) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
Ethylmalonic acid,5,3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency,Children: 2-17 yrs old,Male,Urine,38.0 umol/mmol creatinine,366622,,9337379.0
Ethylmalonic acid,2345,Ethylmaonic Encephalopathy,Children: 2-17 yrs old,Male,Urine,49.2 umol/mmol creatinine,367005,,16828325.0
L-Glutamine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,89.2 (20.9-157.4) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
L-Glutamine,3279,Congenital Glutamine Defficiency,Newborn: 0 day-1 wk,Both,Urine,4.0 (0-8.0) umol/mmol creatinine,236733,"Haberle, J., Gorg, B., Rutsch, F., Schmidt, E., Toutain, A., Benoist, J. F., Gelot, A., Suc, A. L., Hohne, W., Schliess, F., Haussinger, D. & Koch, H. G. Congenital glutamine deficiency with glutamine synthetase mutations. N Engl J Med 353, 1926-1933 (2005).",16267323.0
L-Glutamine,33,Alzheimer's Disease,Adult: >=18 yrs old,Both,Urine,1.2 (0.68-1.7) umol/mmol creatinine,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
L-Glutamine,207,Leukemia,Children: 2-17 yrs old,Unknown,Cerebrospinal_Fluid,1.9e+03 (1.6e+03-2.2e+03) uM,1177,"Peng, C. T., Wu, K. H., Lan, S. J., Tsai, J. J., Tsai, F. J. & Tsai, C. H. Amino acid concentrations in cerebrospinal fluid in children with acute lymphoblastic leukemia undergoing chemotherapy. Eur J Cancer 41, 1158-1163 (2005).",15911239.0
L-Glutamine,1358,Hyperammonemia due to Carbamoyl Phosphate Synthetase I Deficiency,Children: 2-17 yrs old,Both,Blood,900.0 (700.0-1.1e+03) uM,367339,MetaGene: Metabolic & Genetic Information Center ,
L-Glutamine,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Blood,228.3 (216.3-240.3) uM,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
Coproporphyrin I,270,Porphyria,Adult: >=18 yrs old,Male,Urine,0.0062 (0.0033-0.0092) umol/mmol creatinine,367358,,13765301.0
Coproporphyrin I,211,Liver Disease,Adult: >=18 yrs old,Both,Urine,0.0042 (0.0040-0.0044) umol/mmol creatinine,990,"Zuijderhoudt, F. M., Koehorst, S. G., Kluitenberg, W. E. & Dorresteijn-de Bok, J. On accuracy and precision of a HPLC method for measurement of urine porphyrin concentrations. Clin Chem Lab Med 38, 227-230 (2000).",10905759.0
Coproporphyrin I,270,Porphyria,Adult: >=18 yrs old,Male,Blood,0.085 (0.00080-0.17) uM,1551,"Hindmarsh, J. T., Oliveras, L. & Greenway, D. C. Biochemical differentiation of the porphyrias. Clin Biochem 32, 609-619 (1999).",10638943.0
L-Arabinose,297,Ribose 5 Phosphate Isomerase Deficiency,Adult: >=18 yrs old,Both,Urine,38.0 (37.0-41.0) umol/mmol creatinine,1219,"Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).",14988808.0
Decanoylcarnitine,73,Celiac Disease,Adult: >=18 yrs old,Both,Blood,0.10 (0.095-0.11) uM,494,"Bene, J., Komlosi, K., Gasztonyi, B., Juhasz, M., Tulassay, Z. & Melegh, B. Plasma carnitine ester profile in adult celiac disease patients maintained on long-term gluten free diet. World J Gastroenterol 11, 6671-6675 (2005).",16425363.0
Decanoylcarnitine,149,Glutaric Acidemia Type 2,Adolescent:13-18 yrs old,Male,Blood,0.72 uM,367006,,24453145.0
Cholesterol sulfate,178,Hypercholesterolemia,Adult: >=18 yrs old,Both,Blood,8.9 (7.9-9.8) uM,547,"Tamasawa, N., Tamasawa, A. & Takebe, K. Higher levels of plasma cholesterol sulfate in patients with liver cirrhosis and hypercholesterolemia. Lipids 28, 833-836 (1993).",8231659.0
Cholesterol sulfate,85,Cirrhosis,Adult: >=18 yrs old,Both,Blood,9.5 (8.4-10.6) uM,547,"Tamasawa, N., Tamasawa, A. & Takebe, K. Higher levels of plasma cholesterol sulfate in patients with liver cirrhosis and hypercholesterolemia. Lipids 28, 833-836 (1993).",8231659.0
Copper,263,Peripheral Neuropathy,Children: 2-17 yrs old,Male,Urine,0.17 umol/mmol creatinine,367012,,23423674.0
Copper,224,Menkes Disease,Infant: 1 wk-2 yrs old,Both,Blood,5.0 (1.6-8.3) uM,367009,,8812725.0
Copper,263,Peripheral Neuropathy,Children: 2-17 yrs old,Male,Blood,2.6 (2.4-2.8) uM,367012,,23423674.0
Copper,239,Multiple Sclerosis,Adult: >=18 yrs old,Both,Blood,23.0 (15.3-30.6) uM,1367,"Forte, G., Visconti, A., Santucci, S., Ghazaryan, A., Figa-Talamanca, L., Cannoni, S., Bocca, B., Pino, A., Violante, N., Alimonti, A., Salvetti, M. & Ristori, G. Quantification of chemical elements in blood of patients affected by multiple sclerosis. Ann Ist Super Sanita 41, 213-216 (2005).",16244395.0
D-Fructose,115,Diabetes Mellitus Type 2,Adult: >=18 yrs old,Both,Blood,12.0 (8.2-15.8) uM,691,"Kawasaki, T., Akanuma, H. & Yamanouchi, T. Increased fructose concentrations in blood and urine in patients with diabetes. Diabetes Care 25, 353-357 (2002).",11815509.0
Glutaric acid,150,Glutaryl Co A Dehydrogenase Deficiency (Gdhd),Unknown,Unknown,Cerebrospinal_Fluid,39.7 uM,119522,"Baric, I., Wagner, L., Feyh, P., Liesert, M., Buckel, W. & Hoffmann, G. F. Sensitivity and specificity of free and total glutaric acid and 3-hydroxyglutaric acid measurements by stable-isotope dilution assays for the diagnosis of glutaric aciduria type I. J Inherit Metab Dis 22, 867-881 (1999).",10604139.0
Glutaric acid,1317,Glutaric Acidemia I,Newborn: 0 day-1 wk,Male,Cerebrospinal_Fluid,43.0 uM,366923,,9350903.0
Glutaric acid,1317,Glutaric Acidemia I,Newborn: 0 day-1 wk,Male,Blood,12.0 uM,366923,,9350903.0
Ortho-Hydroxyphenylacetic acid,267,Phenylketonuria,Newborn: 0 day-1 wk,Both,Urine,36.5 (0-76.1) umol/mmol creatinine,1530,"Monch, E., Kneer, J., Jakobs, C., Arnold, M., Diehl, H. & Batzler, U. Examination of urine metabolites in the newborn period and during protein loading tests at 6 months of age--Part 1. Eur J Pediatr 149 Suppl 1, S17-S24 (1990).",2091926.0
Homo-L-arginine,43,Argininemia,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,1.2 uM,1016,"Mizutani, N., Hayakawa, C., Ohya, Y., Watanabe, K., Watanabe, Y. & Mori, A. Guanidino compounds in hyperargininemia. Tohoku J Exp Med 153, 197-205 (1987).",3433275.0
Linoleic acid,85,Cirrhosis,Adult: >=18 yrs old,Both,Blood,886.0 (259.4-1.5e+03) uM,532,"Szebeni, J., Eskelson, C., Sampliner, R., Hartmann, B., Griffin, J., Dormandy, T. & Watson, R. R. Plasma fatty acid pattern including diene-conjugated linoleic acid in ethanol users and patients with ethanol-related liver disease. Alcohol Clin Exp Res 10, 647-650 (1986).",3101533.0
Linoleic acid,199,Isovaleric Acidemia,Adult: >=18 yrs old,Unknown,Blood,2.8e+03 (2.3e+03-3.3e+03) uM,366850,,27329611.0
L-Homocystine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,18.6 (2.7-34.4) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
L-Homocystine,172,Homocystinuria,Children: 2-17 yrs old,Male,Urine,23.0 umol/mmol creatinine,367023,,8745393.0
L-Homocystine,172,Homocystinuria,Children: 2-17 yrs old,Male,Blood,39.0 uM,367023,,8745393.0
Isovalerylglycine,149,Glutaric Acidemia Type 2,Newborn: 0 day-1 wk,Unknown,Urine,653.4 (511.4-795.5) umol/mmol creatinine,367373,,6158623.0
Isovalerylglycine,2345,Ethylmaonic Encephalopathy,Adolescent:13-18 yrs old,Both,Urine,19.7 (3.4-36.0) umol/mmol creatinine,366914,,7609451.0
Isovalerylglycine,3278,2 Methylbutyryl Co A Dehydrogenase Deficiency,Infant: 1 wk-2 yrs old,Unknown,Urine,0.57 (0.071-1.1) umol/mmol creatinine,366915,,12837870.0
Isovalerylglycine,199,Isovaleric Acidemia,Unknown,Unknown,Urine,4.5e+03 umol/mmol creatinine,366915,,12837870.0
Isovalerylglycine,199,Isovaleric Acidemia,Newborn: 0 day-1 wk,Both,Blood,40.0 (1.3-80.0) uM,1111,"Shigematsu, Y., Hata, I. & Tanaka, Y. Stable-isotope dilution measurement of isovalerylglycine by tandem mass spectrometry in newborn screening for isovaleric acidemia. Clin Chim Acta 386, 82-86 (2007).",17850781.0
Indoxyl sulfate,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,36.9 (15.1-58.8) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
L-Leucine,33,Alzheimer's Disease,Adult: >=18 yrs old,Both,Urine,0.91 (0.80-1.0) umol/mmol creatinine,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
L-Leucine,220,Maple Syrup Urine Disease,Children: 2-17 yrs old,Female,Cerebrospinal_Fluid,892.0 uM,367336,Peritoneal dialysis in maple-syrup-urine disease: Studies on branched-chain amino and keto acids. Eur J Pediatr (1980) 134: 57.,
L-Leucine,220,Maple Syrup Urine Disease,Newborn: 0 day-1 wk,Both,Blood,655.0 (643.0-667.0) uM,1281,"Deng, C., Shang, C., Hu, Y. & Zhang, X. Rapid diagnosis of phenylketonuria and other aminoacidemias by quantitative analysis of amino acids in neonatal blood spots by gas chromatography-mass spectrometry. J Chromatogr B Analyt Technol Biomed Life Sci 775, 115-120 (2002).",12101068.0
L-Leucine,159,Heart Failure,Adult: >=18 yrs old,Both,Blood,273.0 (263.0-283.0) uM,937,"Norrelund, H., Wiggers, H., Halbirk, M., Frystyk, J., Flyvbjerg, A., Botker, H. E., Schmitz, O., Jorgensen, J. O., Christiansen, J. S. & Moller, N. Abnormalities of whole body protein turnover, muscle metabolism and levels of metabolic hormones in patients with chronic heart failure. J Intern Med 260, 11-21 (2006).",16789974.0
Isovalerylcarnitine,73,Celiac Disease,Adult: >=18 yrs old,Both,Blood,0.11 (0.10-0.12) uM,494,"Bene, J., Komlosi, K., Gasztonyi, B., Juhasz, M., Tulassay, Z. & Melegh, B. Plasma carnitine ester profile in adult celiac disease patients maintained on long-term gluten free diet. World J Gastroenterol 11, 6671-6675 (2005).",16425363.0
Isovalerylcarnitine,199,Isovaleric Acidemia,Unknown,Unknown,Blood,37.8 (27.3-48.2) uM,366915,,12837870.0
Malonic acid,219,Malonyl Co A Decarboxylase Deficiency,Infant: 1 wk-2 yrs old,Male,Urine,690.0 umol/mmol creatinine,120409,"Haan, E. A., Scholem, R. D., Croll, H. B. & Brown, G. K. Malonyl coenzyme A decarboxylase deficiency. Clinical and biochemical findings in a second child with a more severe enzyme defect. Eur J Pediatr 144, 567-570 (1986).",3709568.0
Malonic acid,219,Malonyl Co A Decarboxylase Deficiency,Adolescent:13-18 yrs old,Female,Cerebrospinal_Fluid,180.0 uM,366845,,24613099.0
Malonic acid,219,Malonyl Co A Decarboxylase Deficiency,Adolescent:13-18 yrs old,Female,Blood,40.0 uM,366845,,24613099.0
Iron,6466,Iron Deficiency,Children: 2-17 yrs old,Both,Saliva,4.4e+03 (2.6e+03-6.2e+03) uM,367027,,22973495.0
Iron,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Unknown,Cerebrospinal_Fluid,2.5 (0.70-4.3) uM,150,"Molina, J. A., Jimenez-Jimenez, F. J., Aguilar, M. V., Meseguer, I., Mateos-Vega, C. J., Gonzalez-Munoz, M. J., de Bustos, F., Porta, J., Orti-Pareja, M., Zurdo, M., Barrios, E. & Martinez-Para, M. C. Cerebrospinal fluid levels of transition metals in patients with Alzheimer's disease. J Neural Transm 105, 479-488 (1998).",9720975.0
L-2-Hydroxyglutaric acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,61.1 (24.1-98.1) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
L-2-Hydroxyglutaric acid,205,L 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Both,Urine,161.0 (64.0-247.0) umol/mmol creatinine,366998,,22391998.0
L-2-Hydroxyglutaric acid,106,D 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Male,Urine,79.5 (76.0-83.0) umol/mmol creatinine,367386,,11999977.0
L-2-Hydroxyglutaric acid,205,L 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Female,Cerebrospinal_Fluid,62.0 (34.0-100.0) uM,202484,"Gibson, K. M., Craigen, W., Herman, G. E. & Jakobs, C. D-2-hydroxyglutaric aciduria in a newborn with neurological abnormalities: a new neurometabolic disorder? J Inherit Metab Dis 16, 497-500 (1993).",7609436.0
L-2-Hydroxyglutaric acid,205,L 2 Hydroxyglutaric Aciduria,Infant: 1 wk-2 yrs old,Female,Blood,47.0 (27.0-62.0) uM,202484,"Gibson, K. M., Craigen, W., Herman, G. E. & Jakobs, C. D-2-hydroxyglutaric aciduria in a newborn with neurological abnormalities: a new neurometabolic disorder? J Inherit Metab Dis 16, 497-500 (1993).",7609436.0
Ketoleucine,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,1.4 (0.48-2.3) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
L-Methionine,2680,Glycine N Methyltransferase Deficiency,Children: 2-17 yrs old,Male,Blood,1.0e+03 (815.0-1.2e+03) uM,367032,,27207470.0
L-Methionine,159,Heart Failure,Adult: >=18 yrs old,Both,Blood,415.0 (408.0-422.0) uM,937,"Norrelund, H., Wiggers, H., Halbirk, M., Frystyk, J., Flyvbjerg, A., Botker, H. E., Schmitz, O., Jorgensen, J. O., Christiansen, J. S. & Moller, N. Abnormalities of whole body protein turnover, muscle metabolism and levels of metabolic hormones in patients with chronic heart failure. J Intern Med 260, 11-21 (2006).",16789974.0
L-Methionine,1449,Methionine Adenosyltransferase Deficiency,Infant: 1 wk-2 yrs old,Both,Blood,757.0 (244.0-1.3e+03) uM,367397,,7229751.0
L-Methionine,1195,Classic Citrullinemia,Newborn: 0 day-1 wk,Both,Blood,347.0 (229.0-465.0) uM,336299,"Ohura, T., Kobayashi, K., Tazawa, Y., Nishi, I., Abukawa, D., Sakamoto, O., Iinuma, K. & Saheki, T. Neonatal presentation of adult-onset type II citrullinemia. Hum Genet 108, 87-90 (2001).",11281457.0
L-Methionine,172,Homocystinuria,Children: 2-17 yrs old,Male,Blood,503.0 uM,367023,,8745393.0
1-Methylnicotinamide,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,7.4 (3.9-10.9) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
1-Methylnicotinamide,321,Pellagra,Adult: >=18 yrs old,Both,Urine,37.0 (11.5-62.7) umol/mmol creatinine,1802,"Creeke, P. I., Dibari, F., Cheung, E., van den Briel, T., Kyroussis, E. & Seal, A. J. Whole blood NAD and NADP concentrations are not depressed in subjects with clinical pellagra. J Nutr 137, 2013-2017 (2007).",17709435.0
3-Hydroxypropionic acid,281,Propionic Acidemia,Adult: >=18 yrs old,Unknown,Urine,25.0 umol/mmol creatinine,366791,,28853722.0
3-Hydroxypropionic acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,51.3 (25.5-77.1) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
Hexanoylglycine,18,Medium Chain Acyl Co A Dehydrogenase Deficiency,Newborn: 0 day-1 wk,Both,Urine,214.1 (2.0-426.2) umol/mmol creatinine,367211,The analysis of diagnostic markers of genetic disorders in human blood and urine using tandem mass spectrometry with liquid secondary ion mass spectrometry. Int J Mass Spectrom Ion Proc. 1991;111:211-228,
Hexanoylglycine,2345,Ethylmaonic Encephalopathy,Children: 2-17 yrs old,Female,Urine,2.8 umol/mmol creatinine,367034,,9667231.0
Mandelic acid,267,Phenylketonuria,Newborn: 0 day-1 wk,Both,Urine,8.0 (0-17.0) umol/mmol creatinine,1530,"Monch, E., Kneer, J., Jakobs, C., Arnold, M., Diehl, H. & Batzler, U. Examination of urine metabolites in the newborn period and during protein loading tests at 6 months of age--Part 1. Eur J Pediatr 149 Suppl 1, S17-S24 (1990).",2091926.0
Mandelic acid,5823,Eosinophilic Esophagitis,Children: 2-17 yrs old,Unknown,Urine,10.1 (0-20.5) umol/mmol creatinine,367194,"Mordechai, Hien, and David S. Wishart",
4-Hydroxyphenylpyruvic acid,267,Phenylketonuria,Newborn: 0 day-1 wk,Both,Urine,24.0 (0-54.5) umol/mmol creatinine,1530,"Monch, E., Kneer, J., Jakobs, C., Arnold, M., Diehl, H. & Batzler, U. Examination of urine metabolites in the newborn period and during protein loading tests at 6 months of age--Part 1. Eur J Pediatr 149 Suppl 1, S17-S24 (1990).",2091926.0
4-Hydroxybutyric acid,149,Glutaric Acidemia Type 2,Children: 2-17 yrs old,Both,Urine,3.9e+03 (130.0-7.6e+03) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
4-Hydroxybutyric acid,29,Aldehyde Dehydrogenase Deficiency,Infant: 1 wk-2 yrs old,Male,Urine,2.3e+03 (880.0-3.6e+03) umol/mmol creatinine,120520,"Shinka, T., Inoue, Y., Ohse, M., Ito, A., Ohfu, M., Hirose, S. & Kuhara, T. Rapid and sensitive detection of urinary 4-hydroxybutyric acid and its related compounds by gas chromatography-mass spectrometry in a patient with succinic semialdehyde dehydrogenase deficiency. J Chromatogr B Analyt Technol Biomed Life Sci 776, 57-63 (2002).",12127325.0
4-Hydroxybutyric acid,29,Aldehyde Dehydrogenase Deficiency,Infant: 1 wk-2 yrs old,Male,Cerebrospinal_Fluid,2.0e+03 (1.8e+03-2.2e+03) uM,120520,"Shinka, T., Inoue, Y., Ohse, M., Ito, A., Ohfu, M., Hirose, S. & Kuhara, T. Rapid and sensitive detection of urinary 4-hydroxybutyric acid and its related compounds by gas chromatography-mass spectrometry in a patient with succinic semialdehyde dehydrogenase deficiency. J Chromatogr B Analyt Technol Biomed Life Sci 776, 57-63 (2002).",12127325.0
